ja;n;jp;s;sc;madm;mev;mabs;nro;nmate;lm;nlm;h;sp
B;IF8321344;ILFOV;ȘCOALA GIMNAZIALĂ NR. 2 PITEASCA - GĂNEASA;166;7.40;6.90;9.40;7.70;6.10;-;-;<b>Colegiul Economic ”A.D.Xenopol”</b><br/>Servicii/Liceal/Zi;<b>(242) Economic</b><br/>Limba română
B;B11092668;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 131;213;8.45;8.10;9.86;8.80;7.40;-;-;<b>Liceul Teoretic Bilingv Miguel de Cervantes</b><br/>Umanist/Liceal/Zi;<b>(147) Filologie</b><br/>Limba română
B;IF13201897;ILFOV;ȘCOALA GIMNAZIALĂ ALEXANDRU ODOBESCU CHIAJNA;126;8.32;8.00;9.61;8.00;8.00;-;-;<b>Liceul Teoretic Marin Preda</b><br/>Real/Liceal/Zi;<b>(361) Ştiinţe ale Naturii</b><br/>Limba română
B;B10599746;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 197;239;9.13;9.00;9.68;9.20;8.80;-;-;<b>Colegiul Naţional Elena Cuza</b><br/>Real/Liceal/Zi;<b>(353) Matematică-Informatică</b><br/>Limba română
B;TR8774146;TELEORMAN;ȘCOALA GIMNAZIALĂ SÂRBENI;202;8.01;7.57;9.80;8.40;6.75;-;-;<b>Colegiul Tehnic Petru Maior</b><br/>Umanist/Liceal/Zi;<b>(379) Filologie</b><br/>Limba română
B;B8063690;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Geo Bogza;165;8.97;8.77;9.80;8.20;9.35;-;-;<b>Liceul Teoretic ”C.A. Rosetti”</b><br/>Real/Liceal/Zi;<b>(218) Matematică-Informatică</b><br/>Limba română
B;B10761150;MUNICIPIUL BUCURESTI;Școala Gimnazială Avram Iancu;255;8.03;7.70;9.39;7.90;7.50;-;-;<b>Colegiul Naţional Octav Onicescu</b><br/>Umanist/Liceal/Zi;<b>(307) Ştiinţe Sociale</b><br/>Limba română
B;B10648997;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 49;298;9.33;9.30;9.49;9.20;9.40;-;-;<b>Colegiul Național ”Mihai Viteazul”</b><br/>Real/Liceal/Zi;<b>(180) Matematică-Informatică</b><br/>Limba română
B;B10780873;MUNICIPIUL BUCURESTI;Liceul Teoretic Internațional de Informatică Bucuresti;146;9.27;9.17;9.68;9.00;9.35;-;-;<b>Colegiul Naţional I.L.Caragiale</b><br/>Real/Liceal/Zi;<b>(105) Matematică-Informatică</b><br/>Limba română
B;B10650739;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 77;307;7.04;6.57;8.93;6.55;6.60;-;-;<b>Colegiul Economic ”Hermes”</b><br/>Servicii/Liceal/Zi;<b>(244) Economic</b><br/>Limba română
B;CL8940738;CALARASI;SCOALA GIMNAZIALA NR.3 CHIRNOGI;182;7.27;6.70;9.55;7.00;6.40;-;-;<b>Liceul Teoretic C-tin Brâncoveanu</b><br/>Umanist/Liceal/Zi;<b>(135) Filologie</b><br/>Limba română
B;GR9010504;GIURGIU;ȘCOALA GIMNAZIALĂ NR.1 STOENEȘTI;145;4.84;4.02;8.15;4.05;4.00;-;-;<b>Liceul Tehnologic ”Constantin Brâncuși”</b><br/>Resurse naturale și protecția mediului/Liceal/Zi;<b>(237) Protecţia mediului</b><br/>Limba română
B;B9670188;MUNICIPIUL BUCURESTI;Școala Gimnazială Avram Iancu;255;9.31;9.20;9.77;8.90;9.50;-;-;<b>Colegiul Naţional Gheorghe Şincai</b><br/>Real/Liceal/Zi;<b>(298) Ştiinţe ale Naturii</b><br/>Limba română
B;IF9659836;ILFOV;ȘCOALA GIMNAZIALĂ NR. 1 BERCENI;136;6.77;6.20;9.07;5.40;7.00;-;-;<b>Liceul Teoretic ”Traian”</b><br/>Umanist/Liceal/Zi;<b>(225) Ştiinţe Sociale</b><br/>Limba română
B;B8746158;MUNICIPIUL BUCURESTI;Colegiul Naţional Elena Cuza;104;7.47;6.92;9.69;7.75;6.10;-;-;<b>Liceul Teoretic Eugen Lovinescu</b><br/>Umanist/Liceal/Zi;<b>(370) Filologie</b><br/>Limba română/Limba portugheză
B;IF10418371;ILFOV;ȘCOALA GIMNAZIALĂ ”ANTON PANN” VOLUNTARI;177;7.36;7.05;8.64;8.20;5.90;-;-;<b>Colegiul Național ”Victor Babeș”</b><br/>Real/Liceal/Zi;<b>(207) Ştiinţe ale Naturii</b><br/>Limba română
B;B10779096;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Pia Brătianu;182;9.59;9.52;9.91;9.05;10.00;-;-;<b>Colegiul Naţional de Informatică Tudor Vianu</b><br/>Real/Liceal/Zi;<b>(115) Matematică-Informatică</b><br/>Limba română
B;B11104189;MUNICIPIUL BUCURESTI;Complexul Educational Laude-Reut;121;9.28;9.22;9.56;8.85;9.60;-;-;<b>Colegiul Naţional I.L.Caragiale</b><br/>Real/Liceal/Zi;<b>(105) Matematică-Informatică</b><br/>Limba română
B;TR8267513;TELEORMAN;ȘCOALA GIMNAZIALĂ TALPA;204;6.80;6.02;9.94;8.05;4.00;-;-;<b>Colegiul Tehnic ”Dimitrie Leonida”</b><br/>Real/Liceal/Zi;<b>(228) Ştiinţe ale Naturii</b><br/>Limba română
B;B10729742;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 113;202;7.64;7.27;9.13;8.25;6.30;-;-;<b>Liceul Teoretic ”Mihail Sadoveanu”</b><br/>Umanist/Liceal/Zi;<b>(216) Filologie</b><br/>Limba română
B;B10647293;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 32;291;4.82;4.05;7.90;3.60;4.50;-;-;<b>Liceul Teoretic Bulgar Hristo Botev</b><br/>Umanist/Liceal/Zi;<b>(152) Filologie</b><br/>Limba română/Limba bulgară
B;B11009554;MUNICIPIUL BUCURESTI;Şcoala Gimnazială George Topârceanu;167;6.57;6.07;8.61;6.20;5.95;-;-;<b>Liceul Tehnologic Elie Radu</b><br/>Servicii/Liceal/Zi;<b>(287) Economic</b><br/>Limba română
B;B10295158;MUNICIPIUL BUCURESTI;Școala Gimnazială Avram Iancu;255;6.75;6.32;8.48;7.05;5.60;-;-;<b>Liceul Teoretic Decebal</b><br/>Umanist/Liceal/Zi;<b>(268) Ştiinţe Sociale</b><br/>Limba română
B;B11073273;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 195;282;9.36;9.20;10.00;9.25;9.15;-;-;<b>Colegiul Național Bilingv ”George Coșbuc”</b><br/>Umanist/Liceal/Zi;<b>(198) Filologie</b><br/>Limba română/Limba engleză
B;B10810986;MUNICIPIUL BUCURESTI;Școala Gimnazială „Regina Maria;331;9.47;9.35;9.98;9.70;9.00;-;-;<b>Colegiul Național Bilingv ”George Coșbuc”</b><br/>Umanist/Liceal/Zi;<b>(199) Ştiinţe Sociale</b><br/>Limba română/Limba engleză
B;IF9330587;ILFOV;ȘCOALA GIMNAZIALĂ NR. 2 DRAGOMIREŞTI DEAL - DRAGOMIREȘTI VALE;161;8.80;8.52;9.92;8.10;8.95;-;-;<b>Colegiul Naţional Elena Cuza</b><br/>Umanist/Liceal/Zi;<b>(355) Filologie</b><br/>Limba română
B;B10961805;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 149;279;9.67;9.60;9.95;9.70;9.50;-;-;<b>Colegiul Național ”Mihai Viteazul”</b><br/>Real/Liceal/Zi;<b>(180) Matematică-Informatică</b><br/>Limba română
B;B8536461;MUNICIPIUL BUCURESTI;Colegiul Naţional Elena Cuza;104;7.69;7.22;9.58;8.20;6.25;-;-;<b>Liceul Teoretic Eugen Lovinescu</b><br/>Umanist/Liceal/Zi;<b>(370) Filologie</b><br/>Limba română/Limba portugheză
B;B10690905;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 31;290;7.06;6.52;9.24;6.80;6.25;-;-;<b>Liceul Teoretic ”Traian”</b><br/>Umanist/Liceal/Zi;<b>(224) Filologie</b><br/>Limba română
B;B10844114;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 49;298;8.08;7.87;8.94;7.00;8.75;-;-;<b>Colegiul Naţional Aurel Vlaicu</b><br/>Umanist/Liceal/Zi;<b>(119) Filologie</b><br/>Limba română
B;B7916290;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 150;221;8.11;7.80;9.36;8.10;7.50;-;-;<b>Colegiul Național ”Emil Racoviță”</b><br/>Umanist/Liceal/Zi;<b>(205) Filologie</b><br/>Limba română
B;B9651208;MUNICIPIUL BUCURESTI;Școala Gimnazială ”Tudor Arghezi”;329;6.12;5.45;8.84;6.85;4.05;-;-;<b>Liceul Teoretic Bulgar Hristo Botev</b><br/>Real/Liceal/Zi;<b>(149) Matematică-Informatică</b><br/>Limba română
B;B10743152;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 80;310;8.14;7.85;9.33;8.30;7.40;-;-;<b>Liceul Teoretic ”Mihail Sadoveanu”</b><br/>Real/Liceal/Zi;<b>(215) Matematică-Informatică</b><br/>Limba română
B;B10660669;MUNICIPIUL BUCURESTI;Colegiul Naţional I.L.Caragiale;107;8.45;8.32;8.97;8.15;8.50;-;-;<b>Liceul Teoretic ”C.A. Rosetti”</b><br/>Real/Liceal/Zi;<b>(219) Ştiinţe ale Naturii</b><br/>Limba română
B;IF10418394;ILFOV;ȘCOALA GIMNAZIALĂ ”ANTON PANN” VOLUNTARI;177;6.16;5.55;8.63;6.60;4.50;-;-;<b>Colegiul Tehnic ”Edmond Nicolau”</b><br/>Tehnic/Liceal/Zi;<b>(226) Mecanică</b><br/>Limba română
B;B10997275;MUNICIPIUL BUCURESTI;Colegiul Romano-Catolic Sfântul Iosif;119;8.83;8.70;9.36;9.05;8.35;-;-;<b>Colegiul Naţional Mihai Eminescu</b><br/>Umanist/Liceal/Zi;<b>(295) Filologie</b><br/>Limba română
B;B8188110;MUNICIPIUL BUCURESTI;Școala Gimnazială Alexandru Ioan Cuza;254;5.09;4.20;8.68;3.40;5.00;-;-;<b>Liceul Tehnologic ”Sfântul Pantelimon”</b><br/>Real/Liceal/Zi;<b>(232) Ştiinţe ale Naturii</b><br/>Limba română
B;B9024104;MUNICIPIUL BUCURESTI;Școala Gimnazială „Regina Maria;331;8.06;7.65;9.72;7.70;7.60;-;-;<b>Liceul Teoretic Eugen Lovinescu</b><br/>Umanist/Liceal/Zi;<b>(370) Filologie</b><br/>Limba română/Limba portugheză
B;B10886849;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 79;309;7.22;6.72;9.25;6.45;7.00;-;-;<b>Colegiul Tehnic Petru Maior</b><br/>Real/Liceal/Zi;<b>(378) Matematică-Informatică</b><br/>Limba română
B;B12157275;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 84;250;7.35;6.87;9.27;7.55;6.20;-;-;<b>Liceul Tehnologic de Metrologie Traian Vuia</b><br/>Real/Liceal/Zi;<b>(311) Ştiinţe ale Naturii</b><br/>Limba română
B;B12887920;MUNICIPIUL BUCURESTI;Liceul Teoretic „Sfinții Trei Ierarhi;152;9.49;9.47;9.60;9.35;9.60;-;-;<b>Colegiul Naţional Gheorghe Şincai</b><br/>Real/Liceal/Zi;<b>(297) Matematică-Informatică</b><br/>Limba română
B;B10816966;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 80;310;7.65;7.35;8.88;7.05;7.65;-;-;<b>Colegiul Naţional Octav Onicescu</b><br/>Real/Liceal/Zi;<b>(305) Matematică-Informatică</b><br/>Limba română
B;B10794797;MUNICIPIUL BUCURESTI;Școala Gimnazială „Regina Maria;331;9.26;9.10;9.91;9.20;9.00;-;-;<b>Colegiul Național Matei Basarab</b><br/>Real/Liceal/Zi;<b>(248) Ştiinţe ale Naturii</b><br/>Limba română
B;BC9848282;BACAU;ŞCOALA GIMNAZIALĂ LIVIU REBREANU COMĂNEŞTI;190;9.22;9.05;9.90;9.50;8.60;-;-;<b>Liceul Teoretic George Călinescu</b><br/>Real/Liceal/Zi;<b>(164) Matematică-Informatică</b><br/>Limba română
B;B10736274;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 40;294;5.91;5.37;8.08;5.55;5.20;-;-;<b>Colegiul Tehnic Mihai Bravu</b><br/>Servicii/Liceal/Zi;<b>(283) Turism şi alimentaţie</b><br/>Limba română
B;B11066608;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Elena Văcărescu;161;9.00;8.92;9.33;8.60;9.25;-;-;<b>Liceul Teoretic Jean Monnet</b><br/>Umanist/Liceal/Zi;<b>(132) Ştiinţe Sociale</b><br/>Limba română
B;B10617422;MUNICIPIUL BUCURESTI;Școala Gimnazială nr.307;321;9.42;9.30;9.94;9.25;9.35;-;-;<b>Colegiul Național ”Mihai Viteazul”</b><br/>Real/Liceal/Zi;<b>(180) Matematică-Informatică</b><br/>Limba română
B;B10617483;MUNICIPIUL BUCURESTI;Colegiul Național Bilingv ”George Coșbuc”;114;8.58;8.30;9.74;7.60;9.00;-;-;<b>Liceul Teoretic ”C.A. Rosetti”</b><br/>Real/Liceal/Zi;<b>(218) Matematică-Informatică</b><br/>Limba română
B;B10708314;MUNICIPIUL BUCURESTI;Școala Gimnazială „Sfântul Calinic de la Cernica”;332;8.90;8.70;9.71;8.10;9.30;-;-;<b>Liceul Teoretic Ion Barbu</b><br/>Real/Liceal/Zi;<b>(325) Ştiinţe ale Naturii</b><br/>Limba română
B;B10600261;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 197;239;8.67;8.50;9.37;7.60;9.40;-;-;<b>Liceul Teoretic Ion Barbu</b><br/>Real/Liceal/Zi;<b>(324) Matematică-Informatică</b><br/>Limba română
B;B11043823;MUNICIPIUL BUCURESTI;Școala Gimnazială Nicolae Labiș;265;8.74;8.57;9.45;8.20;8.95;-;-;<b>Liceul Teoretic Bilingv Miguel de Cervantes</b><br/>Real/Liceal/Zi;<b>(145) Matematică-Informatică</b><br/>Limba română
B;IF8337457;ILFOV;ȘCOALA GIMNAZIALĂ NR. 1 AFUMATI;135;6.17;5.70;8.09;6.75;4.65;-;-;<b>Liceul Tehnologic Elie Radu</b><br/>Servicii/Liceal/Zi;<b>(287) Economic</b><br/>Limba română
B;B11093521;MUNICIPIUL BUCURESTI;Școala Gimnazială Voievod Neagoe Basarab;267;9.14;9.02;9.64;9.15;8.90;-;-;<b>Școala Superioară Comercială Nicolae Kretzulescu</b><br/>Servicii/Liceal/Zi;<b>(270) Economic</b><br/>Limba română
B;B10848182;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 62;303;7.82;7.40;9.52;9.35;5.45;-;-;<b>Colegiul Național ”Victor Babeș”</b><br/>Umanist/Liceal/Zi;<b>(209) Ştiinţe Sociale</b><br/>Limba română
B;B10729723;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 112;277;5.59;4.92;8.31;6.35;3.50;-;-;<b>Liceul Tehnologic Elie Radu</b><br/>Servicii/Liceal/Zi;<b>(287) Economic</b><br/>Limba română
B;B11017700;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 32;291;3.83;2.92;7.47;3.35;2.50;-;-;<b>Colegiul Tehnic Mircea cel Bătrân</b><br/>Tehnic/Liceal/Zi;<b>(173) Mecanică</b><br/>Limba română
B;B10788632;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 117;204;9.10;8.90;9.94;8.85;8.95;-;-;<b>Colegiul Naţional Elena Cuza</b><br/>Umanist/Liceal/Zi;<b>(355) Filologie</b><br/>Limba română
B;IF9169743;ILFOV;ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU;137;9.46;9.42;9.66;9.30;9.55;-;-;<b>Colegiul Naţional Ion Creangă</b><br/>Real/Liceal/Zi;<b>(302) Ştiinţe ale Naturii</b><br/>Limba română
B;B10611616;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 135;216;9.09;8.95;9.65;9.60;8.30;-;-;<b>Colegiul Naţional Grigore Moisil</b><br/>Umanist/Liceal/Zi;<b>(358) Filologie</b><br/>Limba română
B;B10869349;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 80;310;9.43;9.30;9.97;9.40;9.20;-;-;<b>Colegiul Național ”Mihai Viteazul”</b><br/>Real/Liceal/Zi;<b>(180) Matematică-Informatică</b><br/>Limba română
B;B10812502;MUNICIPIUL BUCURESTI;Liceul ''Româno-Finlandez'';124;8.45;8.12;9.79;8.40;7.85;-;-;<b>Colegiul Economic V. Madgearu</b><br/>Servicii/Liceal/Zi;<b>(156) Economic</b><br/>Limba română
B;IF9023501;ILFOV;ȘCOALA GIMNAZIALĂ NR. 3 POPEŞTI LEORDENI;171;7.14;6.65;9.13;7.30;6.00;-;-;<b>Liceul Teoretic Marin Preda</b><br/>Umanist/Liceal/Zi;<b>(363) Ştiinţe Sociale</b><br/>Limba română
B;B11007661;MUNICIPIUL BUCURESTI;Liceul Teoretic Nicolae Iorga;141;8.42;8.12;9.62;8.00;8.25;-;-;<b>Colegiul Economic V. Madgearu</b><br/>Servicii/Liceal/Zi;<b>(156) Economic</b><br/>Limba română
B;B10526805;MUNICIPIUL BUCURESTI;Școala Gimnazială „Orizont;330;9.20;9.05;9.82;8.80;9.30;-;-;<b>Colegiul Național Matei Basarab</b><br/>Real/Liceal/Zi;<b>(247) Matematică-Informatică</b><br/>Limba română
B;B10913151;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 20;283;6.15;5.75;7.78;6.30;5.20;-;-;<b>Colegiul Tehnic Costin D. Nenițescu</b><br/>Real/Liceal/Zi;<b>(272) Ştiinţe ale Naturii</b><br/>Limba română
B;IF7877282;ILFOV;LICEUL TEHNOLOGIC DOAMNA CHIAJNA ROȘU - CHIAJNA;104;9.01;8.80;9.85;8.20;9.40;-;-;<b>Liceul Teoretic Tudor Vladimirescu</b><br/>Real/Liceal/Zi;<b>(364) Matematică-Informatică</b><br/>Limba română
B;B10591041;MUNICIPIUL BUCURESTI;Şcoala Gimnazială I. Heliade Rădulescu;171;9.43;9.30;9.96;8.70;9.90;-;-;<b>Colegiul Național ”Mihai Viteazul”</b><br/>Real/Liceal/Zi;<b>(180) Matematică-Informatică</b><br/>Limba română
B;B11024466;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Herăstrău;169;7.90;7.50;9.54;8.10;6.90;-;-;<b>Colegiul Economic ”Hermes”</b><br/>Servicii/Liceal/Zi;<b>(244) Economic</b><br/>Limba română
B;B10335754;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 150;221;9.44;9.32;9.92;9.55;9.10;-;-;<b>Colegiul Național ”Mihai Viteazul”</b><br/>Real/Liceal/Zi;<b>(180) Matematică-Informatică</b><br/>Limba română
B;B11036788;MUNICIPIUL BUCURESTI;Colegiul Național Bilingv ”George Coșbuc”;114;9.29;9.17;9.80;8.65;9.70;-;-;<b>Colegiul Național ”Mihai Viteazul”</b><br/>Real/Liceal/Zi;<b>(180) Matematică-Informatică</b><br/>Limba română
B;B8706704;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Ienăchiţă Văcărescu;172;8.18;7.95;9.13;8.40;7.50;-;-;<b>Colegiul Național ”Victor Babeș”</b><br/>Real/Liceal/Zi;<b>(206) Matematică-Informatică</b><br/>Limba română
B;B10839232;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 308;289;6.88;6.32;9.14;6.50;6.15;-;-;<b>Colegiul Economic ”Hermes”</b><br/>Servicii/Liceal/Zi;<b>(245) Turism şi alimentaţie</b><br/>Limba română
B;B10780449;MUNICIPIUL BUCURESTI;Școala Gimnazială Maria Rosetti;262;9.53;9.42;10.00;9.80;9.05;-;-;<b>Colegiul Național ”Mihai Viteazul”</b><br/>Real/Liceal/Zi;<b>(180) Matematică-Informatică</b><br/>Limba română
B;B10836690;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 81;311;9.19;9.05;9.75;9.25;8.85;-;-;<b>Colegiul Naţional Gheorghe Şincai</b><br/>Umanist/Liceal/Zi;<b>(299) Filologie</b><br/>Limba română
B;B10961826;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 195;282;9.71;9.65;9.98;9.45;9.85;-;-;<b>Colegiul Național ”Mihai Viteazul”</b><br/>Real/Liceal/Zi;<b>(180) Matematică-Informatică</b><br/>Limba română
B;IF9163750;ILFOV;ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU;137;6.13;5.75;7.67;4.50;7.00;-;-;<b>Colegiul Tehnic Energetic</b><br/>Umanist/Liceal/Zi;<b>(336) Filologie</b><br/>Limba română
B;IF9163534;ILFOV;ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU;137;6.78;6.40;8.31;6.30;6.50;-;-;<b>Colegiul Tehnic Energetic</b><br/>Umanist/Liceal/Zi;<b>(336) Filologie</b><br/>Limba română
B;B11074076;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 190;236;7.30;6.80;9.34;8.40;5.20;-;-;<b>Colegiul Economic ”A.D.Xenopol”</b><br/>Servicii/Liceal/Zi;<b>(243) Turism şi alimentaţie</b><br/>Limba română
B;B10711852;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Constantin Brâncuşi;160;9.06;9.00;9.31;8.90;9.10;-;-;<b>Colegiul Naţional Gheorghe Şincai</b><br/>Umanist/Liceal/Zi;<b>(299) Filologie</b><br/>Limba română
B;IF9152925;ILFOV;ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU;137;7.27;6.95;8.59;8.20;5.70;-;-;<b>Liceul Teoretic Dimitrie Bolintineanu</b><br/>Umanist/Liceal/Zi;<b>(329) Filologie</b><br/>Limba română
B;B10774779;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Sfinţii Constantin și Elena;188;8.38;8.05;9.70;7.65;8.45;-;-;<b>Liceul Teoretic Eugen Lovinescu</b><br/>Umanist/Liceal/Zi;<b>(369) Filologie</b><br/>Limba română
B;B10005484;MUNICIPIUL BUCURESTI;Școala Gimnazială Federico Garcia Lorca;258;6.92;6.47;8.73;7.10;5.85;-;-;<b>Liceul Teoretic Decebal</b><br/>Umanist/Liceal/Zi;<b>(268) Ştiinţe Sociale</b><br/>Limba română
B;B10992835;MUNICIPIUL BUCURESTI;Școala Gimnazială ”Ferdinand I”;322;6.35;5.65;9.19;6.50;4.80;-;-;<b>Liceul Teoretic ”Lucian Blaga”</b><br/>Real/Liceal/Zi;<b>(211) Matematică-Informatică</b><br/>Limba română
B;B10974868;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 84;250;9.28;9.12;9.94;9.50;8.75;-;-;<b>Colegiul Național ”Mihai Viteazul”</b><br/>Real/Liceal/Zi;<b>(180) Matematică-Informatică</b><br/>Limba română
B;IF7991375;ILFOV;ȘCOALA GIMNAZIALĂ NR. 2 TÂNGANU - CERNICA;167;6.59;5.85;9.56;7.10;4.60;-;-;<b>Liceul Teoretic ”Lucian Blaga”</b><br/>Real/Liceal/Zi;<b>(212) Ştiinţe ale Naturii</b><br/>Limba română
B;B10982997;MUNICIPIUL BUCURESTI;Scoala Gimnaziala Step by Step;157;6.59;6.00;8.96;6.45;5.55;-;-;<b>Liceul Teoretic Nichita Stănescu</b><br/>Umanist/Liceal/Zi;<b>(264) Ştiinţe Sociale</b><br/>Limba română
B;B10692502;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 189;281;7.49;6.95;9.66;6.10;7.80;-;-;<b>Colegiul Economic ”A.D.Xenopol”</b><br/>Servicii/Liceal/Zi;<b>(243) Turism şi alimentaţie</b><br/>Limba română
B;IF8531610;ILFOV;ȘCOALA GIMNAZIALĂ NR. 2 TÂNGANU - CERNICA;167;5.67;5.00;8.36;6.00;4.00;-;-;<b>Colegiul Tehnic de Aeronautică Henri Coandă</b><br/>Tehnic/Liceal/Zi;<b>(169) Electromecanică</b><br/>Limba română
B;IF8102632;ILFOV;ȘCOALA GIMNAZIALĂ GHEORGHE CORNELIU DOMNEȘTI;128;8.54;8.27;9.62;8.10;8.45;-;-;<b>Școala Superioară Comercială Nicolae Kretzulescu</b><br/>Servicii/Liceal/Zi;<b>(270) Economic</b><br/>Limba română
B;IF10421803;ILFOV;ȘCOALA GIMNAZIALĂ ”ANTON PANN” VOLUNTARI;177;6.81;6.22;9.19;7.90;4.55;-;-;<b>Liceul Teoretic ”Lucian Blaga”</b><br/>Real/Liceal/Zi;<b>(212) Ştiinţe ale Naturii</b><br/>Limba română
B;B11161614;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Adrian Păunescu;158;8.19;8.00;8.95;7.95;8.05;-;-;<b>Colegiul Economic Costin C. Kiriţescu</b><br/>Servicii/Liceal/Zi;<b>(400) Economic</b><br/>Limba română
B;IF10418532;ILFOV;ȘCOALA GIMNAZIALĂ ”ANTON PANN” VOLUNTARI;177;8.14;7.85;9.32;8.30;7.40;-;-;<b>Liceul Teoretic ”Lucian Blaga”</b><br/>Umanist/Liceal/Zi;<b>(213) Filologie</b><br/>Limba română
B;B10780878;MUNICIPIUL BUCURESTI;Școala Gimnazială Maria Rosetti;262;9.65;9.57;9.99;9.65;9.50;-;-;<b>Colegiul Național Bilingv ”George Coșbuc”</b><br/>Umanist/Liceal/Zi;<b>(198) Filologie</b><br/>Limba română/Limba engleză
B;B11074065;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 190;236;7.51;7.15;8.98;8.10;6.20;-;-;<b>Colegiul Naţional Octav Onicescu</b><br/>Real/Liceal/Zi;<b>(305) Matematică-Informatică</b><br/>Limba română
B;B8867968;MUNICIPIUL BUCURESTI;Colegiul Naţional de Muzică George Enescu;112;6.03;5.12;9.70;6.50;3.75;-;-;<b>Liceul Tehnologic ”Constantin Brâncuși”</b><br/>Resurse naturale și protecția mediului/Liceal/Zi;<b>(237) Protecţia mediului</b><br/>Limba română
B;B11039645;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 195;282;9.81;9.77;9.98;9.55;10.00;-;-;<b>Colegiul Naţional de Informatică Tudor Vianu</b><br/>Real/Liceal/Zi;<b>(115) Matematică-Informatică</b><br/>Limba română
B;B10612636;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 32;291;5.61;4.97;8.20;4.45;5.50;-;-;<b>Colegiul Tehnic Anghel Saligny</b><br/>Tehnic/Liceal/Zi;<b>(277) Construcţii, instalaţii şi lucrări publice</b><br/>Limba română
B;IL8180848;IALOMITA;ŞCOALA GIMNAZIALĂ DRIDU;147;9.05;8.82;9.97;9.20;8.45;-;-;<b>Liceul Teoretic Alexandru Ioan Cuza</b><br/>Real/Liceal/Zi;<b>(251) Matematică-Informatică</b><br/>Limba română
B;IF9361626;ILFOV;ȘCOALA GIMNAZIALĂ IOAN BĂDESCU POPEȘTI LEORDENI;129;8.62;8.35;9.73;8.65;8.05;-;-;<b>Liceul Teoretic Dante Alighieri</b><br/>Real/Liceal/Zi;<b>(256) Ştiinţe ale Naturii</b><br/>Limba română
B;B11040507;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 183;233;5.39;4.67;8.27;5.80;3.55;-;-;<b>Colegiul Tehnic Dinicu Golescu</b><br/>Tehnic/Liceal/Zi;<b>(159) Mecanică</b><br/>Limba română
B;B10841144;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 7;249;8.54;8.30;9.50;8.80;7.80;-;-;<b>Liceul Teoretic ”C.A. Rosetti”</b><br/>Umanist/Liceal/Zi;<b>(220) Filologie</b><br/>Limba română
B;B10735974;MUNICIPIUL BUCURESTI;Școala Gimnazială Leonardo Da Vinci;260;9.47;9.37;9.88;9.20;9.55;-;-;<b>Colegiul Național ”Mihai Viteazul”</b><br/>Real/Liceal/Zi;<b>(181) Ştiinţe ale Naturii</b><br/>Limba română
